,sensitivity,specificity,inv_frac,delay_samples,decay_part
569,1.0,0.9029203893852513,4.0,125,920
570,0.994,0.9407921056140819,4.5,125,920
571,0.984,0.9593279103880518,5.0,125,920
572,0.96,0.9734631284171222,5.5,125,920
573,0.936,0.9811974929990666,6.0,125,920
574,0.906,0.9854647286304841,6.5,125,920
575,0.878,0.9881317509001201,7.0,125,920
576,0.836,0.9910654753967195,7.5,125,920
577,0.78,0.9938658487798373,8.0,125,920
578,0.0,1.0,0.0,150,920
579,0.952,0.27043605814108546,0.5,150,920
580,1.0,0.00493399119882651,1.0,150,920
581,1.0,0.0881450860114682,1.5,150,920
582,1.0,0.349779970662755,2.0,150,920
583,1.0,0.5928790505400721,2.5,150,920
584,1.0,0.7611681557541006,3.0,150,920
585,1.0,0.8546472863048407,3.5,150,920
586,0.998,0.9074543272436325,4.0,150,920
587,0.99,0.9435924789971997,4.5,150,920
588,0.988,0.9647953060408054,5.0,150,920
589,0.976,0.9765302040272036,5.5,150,920
590,0.966,0.98293105747433,6.0,150,920
591,0.95,0.9889318575810108,6.5,150,920
592,0.914,0.9925323376450194,7.0,150,920
593,0.874,0.9942659021202827,7.5,150,920
594,0.858,0.9959994665955461,8.0,150,920
595,0.0,1.0,0.0,0,925
596,0.0,1.0,0.5,0,925
597,0.0,1.0,1.0,0,925
598,0.0,1.0,1.5,0,925
599,0.0,1.0,2.0,0,925
600,0.0,1.0,2.5,0,925
601,0.0,1.0,3.0,0,925
602,0.0,1.0,3.5,0,925
603,0.0,1.0,4.0,0,925
604,0.0,1.0,4.5,0,925
605,0.0,1.0,5.0,0,925
606,0.0,1.0,5.5,0,925
607,0.0,1.0,6.0,0,925
608,0.0,1.0,6.5,0,925
609,0.0,1.0,7.0,0,925
610,0.0,1.0,7.5,0,925
611,0.0,1.0,8.0,0,925
612,0.0,1.0,0.0,25,925
613,0.828,0.2929723963195093,0.5,25,925
614,1.0,0.0,1.0,25,925
615,1.0,0.02960394719295906,1.5,25,925
616,0.996,0.295772769702627,2.0,25,925
617,0.912,0.5992799039871983,2.5,25,925
618,0.7,0.779303907187625,3.0,25,925
619,0.484,0.8739831977597013,3.5,25,925
620,0.332,0.9279903987198294,4.0,25,925
621,0.246,0.9566608881184158,4.5,25,925
622,0.188,0.9731964261901587,5.0,25,925
623,0.132,0.9833311108147753,5.5,25,925
624,0.092,0.9883984531270836,6.0,25,925
625,0.064,0.9918655820776103,6.5,25,925
626,0.046,0.9943992532337645,7.0,25,925
627,0.034,0.9957327643685825,7.5,25,925
628,0.03,0.9966662221629551,8.0,25,925
629,0.0,1.0,0.0,50,925
630,0.96,0.2507000933457794,0.5,50,925
631,1.0,0.00013335111348179759,1.0,50,925
632,1.0,0.02306974263235098,1.5,50,925
