,sensitivity,specificity,inv_frac,delay_samples,window_width
795,0.014,1.0,6.5,100,140
796,0.004,1.0,7.0,100,140
797,0.002,1.0,7.5,100,140
798,0.002,1.0,8.0,100,140
799,0.0,1.0,0.0,125,140
800,0.848,0.9178356713426854,0.5,125,140
801,1.0,0.0,1.0,125,140
802,1.0,0.1963927855711423,1.5,125,140
803,1.0,0.9298597194388778,2.0,125,140
804,1.0,0.9899799599198397,2.5,125,140
805,0.988,0.9979959919839679,3.0,125,140
806,0.888,0.9979959919839679,3.5,125,140
807,0.798,1.0,4.0,125,140
808,0.698,1.0,4.5,125,140
809,0.594,1.0,5.0,125,140
810,0.44,1.0,5.5,125,140
811,0.29,1.0,6.0,125,140
812,0.162,1.0,6.5,125,140
813,0.09,1.0,7.0,125,140
814,0.036,1.0,7.5,125,140
815,0.012,1.0,8.0,125,140
816,0.0,1.0,0.0,150,140
817,0.9,0.8777555110220441,0.5,150,140
818,1.0,0.0,1.0,150,140
819,1.0,0.13026052104208416,1.5,150,140
820,1.0,0.8877755511022044,2.0,150,140
821,1.0,0.9899799599198397,2.5,150,140
822,0.998,0.9979959919839679,3.0,150,140
823,0.958,0.9979959919839679,3.5,150,140
824,0.862,0.9979959919839679,4.0,150,140
825,0.772,1.0,4.5,150,140
826,0.676,1.0,5.0,150,140
827,0.54,1.0,5.5,150,140
828,0.404,1.0,6.0,150,140
829,0.258,1.0,6.5,150,140
830,0.162,1.0,7.0,150,140
831,0.096,1.0,7.5,150,140
832,0.042,1.0,8.0,150,140
833,0.0,1.0,0.0,0,160
834,0.0,1.0,0.5,0,160
835,0.0,1.0,1.0,0,160
836,0.0,1.0,1.5,0,160
837,0.0,1.0,2.0,0,160
838,0.0,1.0,2.5,0,160
839,0.0,1.0,3.0,0,160
840,0.0,1.0,3.5,0,160
841,0.0,1.0,4.0,0,160
842,0.0,1.0,4.5,0,160
843,0.0,1.0,5.0,0,160
844,0.0,1.0,5.5,0,160
845,0.0,1.0,6.0,0,160
846,0.0,1.0,6.5,0,160
847,0.0,1.0,7.0,0,160
848,0.0,1.0,7.5,0,160
849,0.0,1.0,8.0,0,160
850,0.0,1.0,0.0,25,160
851,0.0,1.0,0.5,25,160
852,1.0,0.0,1.0,25,160
853,0.726,1.0,1.5,25,160
854,0.002,1.0,2.0,25,160
855,0.002,1.0,2.5,25,160
856,0.002,1.0,3.0,25,160
857,0.002,1.0,3.5,25,160
858,0.002,1.0,4.0,25,160
859,0.002,1.0,4.5,25,160
860,0.002,1.0,5.0,25,160
861,0.002,1.0,5.5,25,160
862,0.002,1.0,6.0,25,160
863,0.002,1.0,6.5,25,160
864,0.002,1.0,7.0,25,160
865,0.002,1.0,7.5,25,160
866,0.002,1.0,8.0,25,160
867,0.0,1.0,0.0,50,160
868,0.1,1.0,0.5,50,160
869,1.0,0.0,1.0,50,160
870,1.0,0.969939879759519,1.5,50,160
871,0.812,1.0,2.0,50,160
872,0.178,1.0,2.5,50,160
873,0.002,1.0,3.0,50,160
874,0.002,1.0,3.5,50,160
875,0.002,1.0,4.0,50,160
876,0.002,1.0,4.5,50,160
877,0.002,1.0,5.0,50,160
878,0.002,1.0,5.5,50,160
